file	percent	reads	taxon_id	taxon_name
ERR505085_1qc.fastq.out	0.061804	25133	28052	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;Lachnospira pectinoschiza;
ERR505085_1qc.fastq.out	0.060749	24704	40518	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus bromii;
ERR505085_1qc.fastq.out	0.059450	24176	1897039	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;Bacteroidales bacterium 43_8;
ERR505085_1qc.fastq.out	0.058900	23952	1262832	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:7;
ERR505085_1qc.fastq.out	0.058715	23877	165179	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella copri;
ERR505085_1qc.fastq.out	0.058644	23848	1896987	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:307_30_263;
ERR505085_1qc.fastq.out	0.056854	23120	33039	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;[Ruminococcus] torques;
ERR505085_1qc.fastq.out	0.055565	22596	1262805	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:43;
ERR505085_1qc.fastq.out	0.054041	21976	1262953	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:254;
ERR505085_1qc.fastq.out	0.053409	21719	1496	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridioides;Clostridioides difficile;
ERR505085_1qc.fastq.out	0.052993	21550	357276	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei;
ERR505085_1qc.fastq.out	0.052536	21364	813	NA;Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia;Chlamydia trachomatis;
ERR505085_1qc.fastq.out	0.052071	21175	47678	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae;
ERR505085_1qc.fastq.out	0.051818	21072	1262795	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:307;
ERR505085_1qc.fastq.out	0.050175	20404	1519439	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Oscillibacter;Oscillibacter sp. ER4;
ERR505085_1qc.fastq.out	0.049668	20198	1907658	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. Marseille-P3208T;
ERR505085_1qc.fastq.out	0.049508	20133	1262784	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:245;
ERR505085_1qc.fastq.out	0.049280	20040	397865	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;Barnesiella viscericola;
ERR505085_1qc.fastq.out	0.048714	19810	745368	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Gemmiger;Gemmiger formicilis;
ERR505085_1qc.fastq.out	0.048707	19807	1897017	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia sp. CAG:18_43_25;
ERR505085_1qc.fastq.out	0.048586	19758	371601	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens;
ERR505085_1qc.fastq.out	0.048552	19744	1897025	NA;Bacteria;Verrucomicrobia;NA;NA;NA;NA;Verrucomicrobia bacterium CAG:312_58_20;
ERR505085_1qc.fastq.out	0.048392	19679	944036	NA;Eukaryota;NA;NA;NA;NA;Blastocystis;Blastocystis sp. subtype 1;
ERR505085_1qc.fastq.out	0.048225	19611	1896990	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:62_40_43;
ERR505085_1qc.fastq.out	0.047758	19421	1263036	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes putredinis CAG:67;
ERR505085_1qc.fastq.out	0.046580	18942	1262880	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium sp. CAG:156;
ERR505085_1qc.fastq.out	0.046553	18931	1262747	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:702;
ERR505085_1qc.fastq.out	0.045766	18611	1262998	NA;Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:102;
ERR505085_1qc.fastq.out	0.045468	18490	1193532	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Butyricicoccus;uncultured Butyricicoccus sp.;
ERR505085_1qc.fastq.out	0.044698	18177	1262743	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:598;
ERR505085_1qc.fastq.out	0.044273	18004	1897036	NA;Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:65_45_313;
ERR505085_1qc.fastq.out	0.044204	17976	1897011	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Oscillibacter;Oscillibacter sp. 57_20;
ERR505085_1qc.fastq.out	0.044015	17899	40520	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia obeum;
ERR505085_1qc.fastq.out	0.043061	17511	214856	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes finegoldii;
ERR505085_1qc.fastq.out	0.041952	17060	1150298	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans;
ERR505085_1qc.fastq.out	0.041425	16846	1896974	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. 43_108;
ERR505085_1qc.fastq.out	0.040695	16549	1262941	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia sp. CAG:18;
ERR505085_1qc.fastq.out	0.039463	16048	1262754	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:98;
ERR505085_1qc.fastq.out	0.038057	15476	1262788	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:269;
ERR505085_1qc.fastq.out	0.036552	14864	259315	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;uncultured Faecalibacterium sp.;
ERR505085_1qc.fastq.out	0.036111	14685	28118	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus;
ERR505085_1qc.fastq.out	0.034705	14113	1903262	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. Marseille-P3108;
ERR505085_1qc.fastq.out	0.034228	13919	376804	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides barnesiae;
ERR505085_1qc.fastq.out	0.034041	13843	1262684	NA;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;Acetobacter sp. CAG:267;
ERR505085_1qc.fastq.out	0.034021	13835	1262913	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;Parabacteroides sp. CAG:409;
ERR505085_1qc.fastq.out	0.033682	13697	83231	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella brevis;
ERR505085_1qc.fastq.out	0.033670	13692	165185	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;uncultured Eubacterium sp.;
ERR505085_1qc.fastq.out	0.033360	13566	387090	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides coprophilus;
ERR505085_1qc.fastq.out	0.032792	13335	410072	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;Coprococcus comes;
ERR505085_1qc.fastq.out	0.032612	13262	491921	NA;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas rupellensis;
ERR505085_1qc.fastq.out	0.031968	13000	1262845	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:91;
ERR505085_1qc.fastq.out	0.031358	12752	1897049	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium 59_14;
ERR505085_1qc.fastq.out	0.031289	12724	1263000	NA;Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:110;
ERR505085_1qc.fastq.out	0.031191	12684	39492	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium;[Eubacterium] siraeum;
ERR505085_1qc.fastq.out	0.030483	12396	301301	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia hominis;
ERR505085_1qc.fastq.out	0.030446	12381	1262911	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Oscillibacter;Oscillibacter sp. CAG:241;
ERR505085_1qc.fastq.out	0.030362	12347	665949	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Tannerella;Tannerella sp. 6_1_58FAA_CT1;
ERR505085_1qc.fastq.out	0.030141	12257	1262889	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium sp. CAG:38;
ERR505085_1qc.fastq.out	0.029622	12046	1263006	NA;Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:170;
ERR505085_1qc.fastq.out	0.028584	11624	1262945	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia sp. CAG:309;
ERR505085_1qc.fastq.out	0.028392	11546	1262689	NA;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium;Acidiphilium sp. CAG:727;
ERR505085_1qc.fastq.out	0.028041	11403	338188	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides finegoldii;
ERR505085_1qc.fastq.out	0.027955	11368	649756	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus;
ERR505085_1qc.fastq.out	0.027564	11209	1262752	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:875;
ERR505085_1qc.fastq.out	0.026784	10892	46506	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris;
ERR505085_1qc.fastq.out	0.026501	10777	35833	NA;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;Bilophila wadsworthia;
ERR505085_1qc.fastq.out	0.026469	10764	469592	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. 3_1_19;
ERR505085_1qc.fastq.out	0.026410	10740	1263088	NA;Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii CAG:186;
ERR505085_1qc.fastq.out	0.025754	10473	1263090	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus CAG:14;
ERR505085_1qc.fastq.out	0.025646	10429	658087	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium 7_1_58FAA;
ERR505085_1qc.fastq.out	0.025301	10289	33043	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;Coprococcus eutactus;
ERR505085_1qc.fastq.out	0.025255	10270	1297617	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Intestinimonas;Intestinimonas butyriciproducens;
ERR505085_1qc.fastq.out	0.025092	10204	1262706	NA;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum sp. CAG:260;
ERR505085_1qc.fastq.out	0.025063	10192	106588	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Pseudoflavonifractor;Pseudoflavonifractor capillosus;
ERR505085_1qc.fastq.out	0.024979	10158	1897044	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium 41_21_two_genomes;
ERR505085_1qc.fastq.out	0.024940	10142	1262741	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:530;
ERR505085_1qc.fastq.out	0.024018	9767	1262994	NA;Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:65;
ERR505085_1qc.fastq.out	0.023951	9740	1193534	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Flavonifractor;uncultured Flavonifractor sp.;
ERR505085_1qc.fastq.out	0.023951	9740	1897047	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium 45_37;
ERR505085_1qc.fastq.out	0.023570	9585	839	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella ruminicola;
ERR505085_1qc.fastq.out	0.023565	9583	1897028	NA;Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:129_59_24;
ERR505085_1qc.fastq.out	0.023383	9509	1531	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] clostridioforme;
ERR505085_1qc.fastq.out	0.023332	9488	246787	NA;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus;
ERR505085_1qc.fastq.out	0.023076	9384	418240	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia wexlerae;
ERR505085_1qc.fastq.out	0.022328	9080	1432052	NA;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi;
